snippet.textOrginal,roberta_neg,roberta_neu,roberta_pos,vader_neg,vader_neu,vader_pos,vader_compound
"No matter what the problem is concerning society or social media, it always boils down to humans being utterly stupid, naive, and/or absolute dickheads.",0.97506285,0.022471113,0.0024660877,0.148,0.704,0.148,0.2427
The world sucks and we have to deal with it sadly.,0.97502655,0.02213667,0.0028367867,0.122,0.718,0.16,0.1779
14:31 Are we really going to use TheQuarterInch as an example? That basement-pissing nazi is worse than anything he tries to put in a bad light.,0.9747808,0.023282843,0.0019363409,0.223,0.777,0.0,-0.765
5:00 I do hate this ripoff also! 😤,0.9747406,0.021211626,0.004047727,0.0,0.92,0.08,0.4404
"I too am annoyed by Maroon 5's ""Memories"".",0.9745076,0.023396054,0.0020963708,0.0,0.748,0.252,0.5719
I HATE IT I HATE,0.9743456,0.018809447,0.006844908,0.881,0.119,0.0,-0.8126
"It's real bad what is done with people, chumps.",0.97428066,0.023190947,0.002528422,0.304,0.696,0.0,-0.5423
Copyright is one of the biggest bullshits humanity ever created,0.97383785,0.022942953,0.0032191353,0.0,0.778,0.222,0.6124
This is stupid,0.9738322,0.022456182,0.0037116688,0.0,1.0,0.0,0.0
Your channel is terrible.,0.9734158,0.023918869,0.002665355,0.0,0.873,0.127,0.4404
Copyright system is broken? The whole world is broken because of the virus,0.9732965,0.02483649,0.0018669796,0.0,0.47,0.53,0.8755
Lawyers are the scum of the Earth.,0.9731338,0.024767298,0.002098964,0.175,0.825,0.0,-0.6249
"It IS broken, though, because it causes tons more harm than good. 
It threatens poor nobodies with legal action that can potentially ruin lives or cause massive psychological problems. It's a system that works against the people just for the sake of making things clear-cut for huge businesses. It's not okay.",0.97307354,0.023835665,0.0030907623,0.191,0.649,0.16,-0.5191
I hate Maroon 5's Memories too,0.97303593,0.02471697,0.0022470993,0.0,1.0,0.0,0.0
NO I HATE BABY YODA AND I WANT TO EAT IT!!!,0.9728036,0.021404002,0.005792451,0.089,0.911,0.0,-0.5423
32:00 Why is everyone driving on the wrong side of the road. What kind of nutballs are they!!!?,0.9727506,0.024135463,0.0031140647,0.433,0.567,0.0,-0.7276
Copyright is 100% unadulterated corruption.  It should not exist PERIOD,0.9725778,0.024253221,0.003168949,0.0,0.727,0.273,0.128
This video just made me hate copyright laws even more,0.97256315,0.025235979,0.0022008694,0.0,0.822,0.178,0.0772
"There are literally videos of animals getting tortured to death
Youtube is a toxic platform",0.972384,0.02568389,0.0019320688,0.0,0.827,0.173,0.3182
Youtube have been nothing but pathetic and petty.,0.97230107,0.025539655,0.0021591969,0.0,0.849,0.151,0.5859
Still don't like this guy,0.9722853,0.02529414,0.002420604,0.0,0.838,0.162,0.4019
watching this makes me realise how f**ked the world is,0.971815,0.024173742,0.004011286,0.0,0.774,0.226,0.7717
I really don't give a flip about this. Boring!!,0.9717924,0.023886284,0.0043212892,0.125,0.824,0.051,-0.9042
This is stupid.,0.9717752,0.024357265,0.0038675524,0.0,0.859,0.141,0.3182
This world sucks.,0.9715495,0.023350108,0.0051003587,0.052,0.881,0.067,0.1451
Youtube are corrupt. and evil,0.9714794,0.025561506,0.0029590325,0.0,1.0,0.0,0.0
Tom really reminds me that we live in the most boring dystopia,0.97144,0.025373682,0.0031862422,0.0,0.656,0.344,0.7418
People who react to content that isnt related to them is just boring. I have no idea why they even exist.,0.9713397,0.02582473,0.0028355098,0.0,0.824,0.176,0.128
I hate this format,0.9713301,0.02401709,0.00465277,0.066,0.763,0.171,0.5013
This is so lame,0.9712712,0.024506366,0.004222425,0.06,0.728,0.212,0.8126
stop defending the disgusting and corrupt copyright industry.,0.9712551,0.026515855,0.0022290908,0.0,1.0,0.0,0.0
This video always scares the s*** out of me cuz all this stuff makes it hard for me to think about it and to be honest if anything ever really changed about YouTube I'd probably go into a deep depression,0.97083956,0.026007947,0.0031524734,0.0,1.0,0.0,0.0
You are a hack. Quit showing up in my feed. Sell out.,0.97067565,0.026848558,0.0024758067,0.045,0.955,0.0,-0.2263
This video bummed me the hell out,0.9703204,0.024885641,0.004794018,0.063,0.883,0.055,-0.0616
Capitalism and US corruption make the world a worse place again.,0.9702467,0.02715466,0.0025987355,0.051,0.949,0.0,-0.4767
I despise H3h3.,0.969808,0.024852166,0.0053398907,0.0,0.0,1.0,0.4753
"Loooooonnnnnnngggg. Borrrrrring. Do we have corona-virus-down-time-on-my-hands to thank for this? Curse you, virus!",0.9696695,0.0263386,0.00399193,0.0,0.843,0.157,0.0772
Tom. I hate you for playing Pachelbel's Canon.,0.9694122,0.027644895,0.0029429542,0.0,1.0,0.0,0.0
React channels are the most talentless scummy concept ever,0.96914625,0.02782997,0.0030238547,0.0,1.0,0.0,0.0
indeed...capitalism does suck.,0.9689802,0.026925974,0.00409379,0.0,1.0,0.0,0.0
This video gave me a headache.  Damn lawyers.,0.9689218,0.027046833,0.004031324,0.0,1.0,0.0,0.0
"I tried to watch your new show, but the set up process is broken and infuriating on mobile",0.968851,0.028216036,0.0029330363,0.0,0.791,0.209,0.6696
These lame copyright laws are wayyy too out of times.,0.9684419,0.028263597,0.0032945063,0.076,0.884,0.04,-0.4767
As someone who has had three channels killed cause during a video there is maybe a note or two of a pop song playing on some jackasses radio during one of my streams where I talk while walking my dog I can safely say no it's fuckin broken because it is far too easy too abuse,0.96764773,0.030032814,0.0023193585,0.0,0.816,0.184,0.4019
It's not great and it may cause more problems. Now that sums up America perfectly.,0.9673575,0.029895632,0.0027468563,0.0,0.783,0.217,0.3612
"humans are stupid, instead of enjoying our creativity we allow it to be exploited over and over again who benefits the LAWYERS and the SYSTEM. Oh and the artists get shafted with taxes etc so we all get shafted ex the big boys who invented this sick system",0.96718854,0.0301534,0.002658039,0.0,1.0,0.0,0.0
"Wow, the UK copyright law is even worse than the US.",0.96706945,0.030375632,0.002554974,0.0,0.222,0.778,0.7178
Yhea.... I'm going to live in Russia if all this crap keeps on,0.9667568,0.031001078,0.0022420776,0.0,0.674,0.326,0.4404
"Lobbying will burn this world to the ground, and I don't want to be there to see it",0.9667558,0.030768134,0.0024760738,0.0,0.898,0.102,0.4497
Oh the poor big companies will get sued oh nooo :(((((,0.9667358,0.03090868,0.002355638,0.0,0.845,0.155,0.6486
copyright law in general is kind of ass,0.9665317,0.030688982,0.0027793744,0.0,0.678,0.322,0.5859
As a songwriter I think your copyright 50 year copyright idea sucks.,0.9661966,0.031588636,0.0022148343,0.0,0.937,0.063,0.4404
Lawyer's are trash people.,0.96618414,0.030787693,0.0030281495,0.0,0.6,0.4,0.3241
The kind of lawful evil that the lie of 'intellectual property' enables is disgusting,0.96584487,0.03192232,0.002232891,0.0,0.526,0.474,0.4019
The law sucks no wonder why is everybody so keen on breaking it,0.96530604,0.032030765,0.002663097,0.208,0.54,0.252,0.4015
H3H3 is very annoying tho,0.96528494,0.030722907,0.0039921063,0.0,0.568,0.432,0.4215
I think the TheFatRat case was on big example of how stupid the system can be.,0.96521753,0.032062847,0.0027195804,0.0,1.0,0.0,0.0
"The copyright system stinks, it has gone too far and anything can constitute a copyright infringement, someone has to stop this madness.",0.96479934,0.032210007,0.002990628,0.045,0.913,0.042,-0.1154
"""Horrible gamer children""
seems needlessly antagonistic",0.9647037,0.031481594,0.0038147694,0.0,1.0,0.0,0.0
In short gen z sucks,0.96462506,0.032143995,0.0032309378,0.0,0.571,0.429,0.5423
"Oh no Tom is a traitor.
This is so sad, Alexa play Despacito.",0.96459323,0.032530192,0.0028765958,0.186,0.697,0.116,-0.6271
Copyright System IS broken because it DOES NOT do what is required to do.,0.9642999,0.033548594,0.0021515002,0.0,0.839,0.161,0.3182
"Imagine defending shitty corporations preying on small, poor people.",0.96422046,0.03315631,0.0026232745,0.053,0.687,0.26,0.8178
the intro is really confusing i still dont understand what is happening,0.9641066,0.03310206,0.00279129,0.0,0.794,0.206,0.6369
"Summary: The world is filled with with greedy scumbags, and justice is only for the rich.",0.96404314,0.033023357,0.0029334857,0.064,0.863,0.073,0.1548
"I know it's just a sidebar, but I couldn't agree more about short-form looped videos being called GIFs even though they're not. It's infuriating.",0.96397924,0.03193448,0.0040862975,0.0,0.907,0.093,0.4588
Okay here's one that pisses me off I'll make a song I show me making the song I show the work that goes into the song but yet somebody tries to copyright it even though it shows me writing the mother f****** song.,0.9639479,0.032740533,0.0033116671,0.072,0.843,0.086,0.1154
God I hate capitlism,0.9638088,0.030747266,0.0054440005,0.0,1.0,0.0,0.0
"Fair point,, but damn this video is a bit irritating to watch, due to all the jumping and sounds.",0.9637858,0.032660898,0.003553323,0.0,1.0,0.0,0.0
I dislike reaction channels very much,0.9636931,0.03310675,0.003200076,0.185,0.815,0.0,-0.3595
"40:00
Oh boy can we talk about how the ad industry is a cancer on the human race and will kill us all as soon as it has the chance?",0.96361226,0.03393947,0.0024482626,0.0,0.4,0.6,0.128
The entire justice system is broken. You should not have to pay for your rights.,0.96345997,0.03411123,0.002428853,0.0,1.0,0.0,0.0
"I have heard that jukin media is a bad company, they buy rights from peoples videos and stuff for very cheap just to ban the entire internet from using them and get a lot of money and that is not fair. I heard this from an youtuber I used to watch that had the channel deleted because of problems with this company",0.9634032,0.034433417,0.00216331,0.047,0.842,0.111,0.4854
"Goddamnit TOM, gifs are gonna be the next victim because of you",0.9633602,0.03362848,0.0030114134,0.0,0.727,0.273,0.4588
i am so damn confuused,0.9633375,0.03316634,0.0034961617,0.039,0.961,0.0,-0.0572
It makes me sad that we won't get a park bench on this :(,0.96332145,0.032972433,0.0037060946,0.111,0.769,0.12,0.0516
Copyright lawyers are excrement and should be exiled to mars,0.9629382,0.03455533,0.0025064426,0.286,0.714,0.0,-0.25
I couldn't take this video seriously.,0.96260935,0.034566198,0.002824463,0.348,0.652,0.0,-0.5767
"God damnit, Tom. I watched this ONCE hours ago, and have had Pachelbel's Canon stuck in my head ever since. You bastard.",0.96192074,0.033342257,0.0047370493,0.183,0.817,0.0,-0.5411
"You're completely right. In my opinion most ""reacters"" are nothing but parasites making money off of other people's hard work. They're a bunch of lazy, talentless idiots abusing fair use.",0.9617461,0.03396616,0.004287745,0.121,0.853,0.026,-0.6103
I very much agree that memories by Maroon 5 is a complete rip-off and is annoying.,0.9616688,0.03507866,0.0032525898,0.0,1.0,0.0,0.0
I hate when everything is under license. You can't do s**t without paying up.,0.96149796,0.034038033,0.0044639227,0.118,0.62,0.262,0.3214
that Diles Mavis album cover really threw me off,0.96148705,0.03615029,0.002362638,0.198,0.67,0.132,-0.5224
"Very depressing, and a perfect example of why the world is totally broken. Copyright is one thing among many other broken things in modern times. Just the patent system itself is in need of huge reform too.",0.9609477,0.03534266,0.0037096937,0.076,0.756,0.169,0.4534
I didn't realize Mombos copyright issue got that far out there poor dude then had youtube mess up his account data :/ poor dude just can't get a break,0.9609233,0.03598954,0.0030870938,0.087,0.728,0.184,0.4588
Your face is creepy,0.960888,0.03594354,0.003168489,0.0,0.68,0.32,0.5106
I hate you.,0.9608865,0.031885605,0.0072279335,0.0,0.944,0.056,0.4767
"this video shows the reason why entire copyright system is broken and it should be abolished, along with capitalism",0.96069705,0.0370477,0.0022551827,0.089,0.833,0.078,-0.1027
"the law is bad, wrong, and evil. we all know this.",0.96032476,0.036204763,0.0034704353,0.217,0.63,0.153,-0.2302
The whole of existence is broken,0.96022683,0.037167795,0.0026054343,0.0,1.0,0.0,0.0
"Greed is bad, it's a pity for the entire world that a few multinational companies can translate their interests in to legislation by buying (usually corrupt) politicians.",0.9600751,0.037428007,0.0024970036,0.0,1.0,0.0,0.0
I wish the world wasn't such a shitty place.,0.9599604,0.03502844,0.0050111427,0.403,0.597,0.0,-0.4019
The white noise thing shows that someone was stupid enough to create an automated system that fires at will rather than waiting for a human to give green light.,0.9597497,0.03801745,0.0022328908,0.166,0.74,0.094,-0.962
i too hate capitalism,0.9596695,0.035950743,0.004379743,0.0,1.0,0.0,0.0
Underrated my dude. wittiest video I've read in a couple days atleast it is a meme reference; that was dank.,0.9596679,0.035498913,0.004833165,0.197,0.707,0.096,-0.4588
"Urgh, legal eagle is the reason why I want nothing to do with nebula (and anything that sponsors him) with his absolutely biased analysis on anything political. Sad to see him tainting your work Tom.",0.9596576,0.037156124,0.0031862273,0.122,0.878,0.0,-0.1695
Can I sue ads company for refuse to let me turn down the video quality? And claim they are a waste of my 4G?,0.9594267,0.038375117,0.002198249,0.0,0.67,0.33,0.4503
"I find the shitty comment about the gaming community to be a bit childish, and to say something as if you aren't defending it while then crapping on ways things might be is wack.",0.95941085,0.03751399,0.0030751207,0.0,0.741,0.259,0.6369
I have a degree in Photography. The attitude to photography & copywright made me dislike trying to earn a living from photography. Ive had images stolen. Its not cool.,0.95939684,0.037341133,0.003262053,0.206,0.562,0.231,0.1027
If this gets dinged I'm going to actually die,0.95917994,0.03631566,0.0045044003,0.078,0.783,0.139,0.34
Capitalism is stupid,0.95912,0.03561726,0.0052627358,0.0,0.946,0.054,0.3999
You're a sellout.,0.95906943,0.03739189,0.0035387732,0.094,0.742,0.165,0.6688
YOUTUBE MUSIC COPYRIGHT IS WAY TOO EXTREME YOU CANT FO VIDEOS WITH MUSIC ANYMORE THATS SAD,0.9590646,0.03518373,0.0057517337,0.0,0.879,0.121,0.4404
"I disagree before watching it. They're both broken. Broken as in, they don't make any sense except in the insane money based 'economic' system we still got going.",0.9590508,0.03750586,0.0034433084,0.0,1.0,0.0,0.0
Thats cool if you are technically right but god damn listening to this video is annoying. This is half the reason I am not interested in trying to make content.,0.9585321,0.036393348,0.005074579,0.608,0.392,0.0,-0.4767
This video scares me to do ANYTHING on the internet,0.95845795,0.039058354,0.002483741,0.0,1.0,0.0,0.0
So the lesson is: music and photography are full of greedy money addicted arseholes,0.95843756,0.038454164,0.0031083417,0.0,0.409,0.591,0.4389
These bloody communists coming over here and stealing our copyrights,0.95842826,0.039322793,0.0022489133,0.0,1.0,0.0,0.0
"TLDR, youtube's system has some problems, but ultimately it's forced to follow an even worse system",0.9582986,0.038916778,0.00278461,0.168,0.559,0.273,0.3612
People are *not* corporations therefore corporations should _not_ be able to sue a person only a person should be able to sue a person. That's what's wrong with our society!,0.9577109,0.039097823,0.0031911687,0.076,0.764,0.16,0.1007
But the algorithm sucks too,0.9576808,0.038432844,0.00388626,0.0,0.698,0.302,0.6369
"the world is broken, the people are.",0.95759773,0.039833136,0.002569204,0.49,0.51,0.0,-0.4376
The thing that annoys me is the stupid naming. It's more like useright than copyright.,0.957531,0.038420737,0.004048309,0.0,1.0,0.0,0.0
I hate reaction channels...,0.9573548,0.03701256,0.005632664,0.07,0.93,0.0,-0.4019
"6:29 I just learned that the album cover was not pixelated from the original picture directly by computer, but was hand-drawn by a pixelart artist. This makes the whole thing ever worse.",0.95727944,0.039459787,0.0032607785,0.0,0.756,0.244,0.7962
at 25 minutes in you literally say that Youtube's copyright system does not work / is not reliable.,0.95715445,0.040704645,0.0021408899,0.082,0.918,0.0,-0.3612
The entire copyright system is dead to me.,0.95711625,0.040459715,0.002424013,0.107,0.732,0.161,0.8729
this level shouldn't be this good,0.9570267,0.039092712,0.0038805052,0.032,0.811,0.157,0.8798
How the hell do you get these people to do these things.. without resorting to torture and kidnapping,0.9569497,0.040814456,0.0022357493,0.0,1.0,0.0,0.0
A law that claims that you can cause billions of dollars in damage to someone without them even knowing about it is broken.,0.9568525,0.041040972,0.0021065192,0.352,0.648,0.0,-0.5859
of course the world is broken did you expect it to be perfect? are you an idiot?,0.95683455,0.039796643,0.0033687318,0.0,0.818,0.182,0.25
"*Me to copyright before this video:*
""I HATE YOU!! Die...JUST DIE!!!""
*Me to copyright after this video:*
""You..you were trying to protect us all this time?""
""You didn't deserve the criticism you get...you were just, trying to put the world in balance! I'm sorry... I was wrong!""",0.9567925,0.038866557,0.0043409136,0.0,1.0,0.0,0.0
"The world is broken. Kill it with fire.




YouTube's copyright system is also most certainly broken. Kill it with fire, nukes, antimatter bombs and micro black hole hawking radiation bombs.",0.95653826,0.040073168,0.0033885841,0.187,0.708,0.105,-0.6705
Copyright is immoral and unethical so it should not exist. Imagine if someone copyrighted fire,0.9564347,0.04063438,0.0029308668,0.0,0.857,0.143,0.25
"YouTube is broken as a platform, and copyright claims are just a tiny bit of it.",0.95626915,0.041080248,0.0026506737,0.0,1.0,0.0,0.0
Copyright still Sucks,0.9559666,0.038857806,0.0051755807,0.0,1.0,0.0,0.0
Not one take? I'm disappointed,0.95576394,0.040604178,0.0036319282,0.0,0.583,0.417,0.8568
"""horrible gamer children"" describes exactly that subsection of youtube :(",0.9556817,0.04028328,0.004035052,0.118,0.882,0.0,-0.0516
Wait what! Emoji refers to any small image!? Since when? That's stupid!,0.95563966,0.039708924,0.004651419,0.049,0.859,0.092,0.5574
"totally hate how the whole copyright/licensing  of music works , all it does is kills creativity and puts huge constraints on small average Joes , the corporations that own licenses just want all the money in the world",0.9554755,0.039498955,0.00502546,0.062,0.793,0.144,0.7003
No matter how long I watch this video I probably won't understand this,0.95538044,0.041624248,0.0029952915,0.092,0.658,0.25,0.5267
Being forced to fold is not OK. Being assumed guilty of copyright infringement until proven innocent is not OK. Automating legal threats is not OK. These are the signs of a broken system and no way in hell should reasonable people accept this.,0.95528513,0.04120907,0.0035057582,0.102,0.832,0.067,-0.1774
copywrite has created a world which criminalized enjoyment of music. i feel like the last decade of my life i have listened to less and less music and its really depressing,0.9552518,0.039515074,0.0052330773,0.079,0.795,0.126,0.4096
That intro was so weird and meta,0.95522714,0.041476607,0.003296297,0.272,0.728,0.0,-0.3052
"TL;DR: Context ID is bad, but the actual laws are worse.",0.9552021,0.040786035,0.0040117907,0.279,0.721,0.0,-0.4767
Premature umbilical cord cutting destroyed humanity.,0.9550437,0.04288464,0.0020716812,0.114,0.59,0.295,0.5994
People who make reaction videos should be crucified on the sides of our highways.,0.9546999,0.04305744,0.002242766,0.0,0.667,0.333,0.4588
Youtube's copyright system IS broken AND the world's is as well.,0.9546848,0.042543966,0.0027712411,0.0,0.718,0.282,0.7418
"Dude just making a music cover is this complicated, it's kinda stupid",0.9545374,0.040303513,0.005159137,0.0,0.773,0.227,0.8955
"It is so incredibly hard to get a person's ""original content"" copyrighted. Copyright infringement is bullying. Greed is far too spread.",0.954466,0.041569028,0.003964967,0.0,0.809,0.191,0.9382
"I hate how pretentious maroon five's ""memories"" is by using the applause track.",0.9542496,0.042154774,0.0035956223,0.0,1.0,0.0,0.0
"I despise the notion of ‘Intellectual Property’, as if IDEAS can be ‘owned’. It’s utterly absurd to my way of thinking about the world.",0.95424867,0.040872496,0.004878866,0.244,0.756,0.0,-0.4927
It's just weird hearing Tom call Mumbo Oli. It just feels wrong...,0.95423347,0.042413034,0.0033535482,0.0,1.0,0.0,0.0
Completely cluelesss on every level. Debate me and you will never see the world the same again.,0.95388657,0.042604547,0.0035089313,0.0,0.633,0.367,0.4404
"Besides the whole copyright stuff as a whole, the one annoying thing I really hate is when I get copyright claims for videos that are years old. In just the past year alone, I got copyright claims of videos I uploaded well over 4 or 5 years. Like why am I now getting these claims and not when they were uploaded? This is ridiculous.",0.9538342,0.04129901,0.0048668645,0.0,1.0,0.0,0.0
The world is broken. People buy pixelated photographs.,0.95366997,0.042771447,0.0035586082,0.0,0.364,0.636,0.7906
That's a terrible imitation of a reaction channel. You reacted way too much.,0.9535916,0.04279669,0.0036117276,0.112,0.726,0.162,0.2263
this guy is a shill for YouTube,0.95352733,0.043301906,0.0031707569,0.0,1.0,0.0,0.0
"Wow, copyright law is really a downer. :(",0.9535019,0.04179211,0.0047060535,0.0,1.0,0.0,0.0
"it seems as if today, culture has been colonized by corporations. It's a poor shame.",0.9531948,0.041984532,0.004820643,0.108,0.837,0.056,-0.3182
Because of YouTube I am so confused as to why anyone actually buys music anymore.,0.9531243,0.0440677,0.0028080172,0.216,0.784,0.0,-0.0258
Well that is depressing. Bye bye YouTube dreams.,0.95309246,0.04037267,0.006534859,0.0,0.945,0.055,0.4215
"You are stupid and missing the point.
YouTube's Copyright System IS Broken, and is broken because it does not give creators proper tools to counter false claims.
Not the mention:
the idea that during dispute money from revenue are going to party claiming the video (instead of being withhold by YT until claim gets resolved) it's extremely stupid.",0.9530299,0.042976376,0.0039937845,0.033,0.869,0.099,0.6808
Noddy Holder's children dislike this video.,0.952878,0.045265734,0.0018562737,0.0,1.0,0.0,0.0
YouTube's copyright system is broken af.,0.9528544,0.04318343,0.0039622397,0.0,0.734,0.266,0.4404
All patent and copyright laws are garbage. Their use is logically inconsistent with free speech.,0.95283306,0.044271998,0.0028949822,0.066,0.81,0.124,0.3983
Problem with you YouTube system is they don't stand up for their creators the way their system is set up is extremely prone to abuse and doesn't make any of the bad actors that abuse the system punished in any way,0.95270205,0.044573132,0.0027248305,0.0,1.0,0.0,0.0
Nothing more evil than Lawyers,0.9524528,0.044622842,0.0029244071,0.0,1.0,0.0,0.0
The copyright system sucks. You don't own tonal organization.,0.95226717,0.043965507,0.0037673833,0.0,1.0,0.0,0.0
Wait... you're from the UK? You obviously dont know what your talking about. Your not even allowed to enjoy memes in the UK.,0.9521044,0.04430561,0.0035900034,0.218,0.782,0.0,-0.5994
His defence of those loan shark-esq companies chasing down people and extorting them under the terrible laws of today was disgraceful.,0.9519798,0.046066027,0.001954172,0.132,0.809,0.06,-0.4019
"5 and a half thousand dislikes. Jesus, people are blind or just stupid.",0.951806,0.042686723,0.0055073486,0.0,0.924,0.076,0.3182
The whole system is way too blurry and outdated. Needs a full makeover.,0.95171463,0.0442737,0.0040117507,0.154,0.846,0.0,-0.4767
I lost my youtube channel because of © strikes :(,0.9516349,0.04579481,0.0025702682,0.0,1.0,0.0,0.0
i keep thinking about how much i hate youtube,0.9513862,0.041895017,0.006718819,0.0,1.0,0.0,0.0
"I do not agree with shortening the copyright term. Why? And as a creator, why? This would only encourage the abuse. Imagine Dee Light's Groove is in The Heart on a tampon commercial, when the artists are still alive and don't endorse tampons. WTF?",0.95125186,0.0455687,0.0031794587,0.0,1.0,0.0,0.0
Jesus F'king christ! No videos are working on youtube!,0.9512084,0.04348845,0.005303112,0.0,1.0,0.0,0.0
Alphabet and its subsidiaries are run by pedos.,0.95113206,0.04575221,0.0031157758,0.0,1.0,0.0,0.0
You get annoying after ten minutes.,0.95109594,0.04314273,0.00576137,0.0,1.0,0.0,0.0
"I have conflicting feelings about this and so I'm going to resort to a standardized response:


-I don't like it, I don't know what I want and you are a stupidhead.",0.95108783,0.045281503,0.0036305753,0.0,1.0,0.0,0.0
Really disappointed this one is not one take :(,0.95092654,0.045144748,0.003928667,0.0,0.192,0.808,0.6369
Not a fan of your condescending tone towards the video game community. You're not a part of it and you clearly don't understand it.,0.95053893,0.045814507,0.0036464732,0.123,0.828,0.049,-0.5423
I think intellectual property should end with the death of the creator. It makes no sense why their family should keep getting money for something they didn't do.,0.95043254,0.046795703,0.0027717887,0.033,0.689,0.278,0.9421
"Copyright only serves to create corporate monopolies, it serves nothing but tyranny, and should be abolished.",0.95027363,0.047312453,0.0024138805,0.129,0.726,0.145,0.0828
It's weird that i got depressed with this and not with CGP Grey depressing/realistic/evil in humanity videos,0.9502249,0.04584115,0.0039339494,0.0,1.0,0.0,0.0
I didn't even understand how I watched all 42 minutes of video.,0.9502234,0.045690726,0.004085971,0.0,0.65,0.35,0.5106
Capitalism sucks.,0.9501864,0.04090198,0.008911727,0.0,0.547,0.453,0.7003
"Hollywood is the most evil industry ever, maybe only less so than the military industrial complex.",0.95010275,0.046081036,0.003816229,0.0,0.149,0.851,0.6908
The thing that infuriates me is that many copyright cases end with the confiscation of computers. That’s not an eye for an eye; that’s an eye for a dirty look.,0.9496314,0.045709558,0.0046590446,0.194,0.806,0.0,-0.7579
The world is broken*,0.94957334,0.045767486,0.0046590636,0.495,0.505,0.0,-0.5994
The world is broken*,0.94957334,0.045767486,0.0046590636,0.0,0.444,0.556,0.3612
"From the perspective of a wage laborer, the idea of someone angry to be struggling because they can no longer collect revenue from one song they made 50 years ago is so laughable it’s infuriating. My right to collect on my labor ends the moment I clock out.",0.949508,0.0453881,0.0051038186,0.0,1.0,0.0,0.0
Canon in D sucks anyway.,0.9493802,0.04638855,0.004231205,0.12,0.88,0.0,-0.4588
"Life plus 70 is a *ridiculous* copyright term. If copyright is to protect creators there is NO REASON it should last after a person's death. You say 50 years from creation. I don't really care if it's the life of the creator, honestly, but beyond that? Nope. I have long hated how our copyright system works.",0.9493234,0.046071857,0.00460474,0.0,1.0,0.0,0.0
"The movies they use on mystery science theater are all so old and so bad, I just assumed they were all public domain.  I mean, who would admit to being responsible for THAT mess?",0.9492617,0.046671256,0.0040669735,0.0,1.0,0.0,0.0
"As someone who works in IP and has not yet seen the video. Yes, the entire system is just garbage.",0.9492317,0.047221437,0.0035469092,0.0,0.949,0.051,0.3182
"the entire youtube is broken, including susan",0.94896996,0.04782531,0.00320472,0.0,1.0,0.0,0.0
"Copyright is broken, not the system, not the world, copyright in general is what's broken.",0.9488925,0.048381697,0.0027258082,0.0,1.0,0.0,0.0
"I hate it when kids with a ponytail, a red shirt or grey hoodie and nerdy glasses, become sensible adults and start telling us what is reallity.

Objection!!",0.94886124,0.045571305,0.0055674226,0.0,1.0,0.0,0.0
